 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS DTE.DE GPDNF BP RBS PG JNJ GE C VZ NTT EOAN.DE OR.PA GBPEUR USDEUR CHFEUR EURJPY 
23-8-2013 22.575 3.475 25.705 125.295 5.96 42.59 79.625 75.155 9.865 78.33 41.325 10.77 79.83 87.825 23.745 50.01 47.325 25.84 13.525 124.575 1.17094 0.729983 0.810095 134.687 
22-8-2013 22.53 3.445 25.705 125.25 5.89 42.405 79.2 74.735 9.76 78.33 40.87 10.725 79.46 88.575 23.705 49.775 47.095 25.725 13.17 124.775 1.16765 0.726897 0.809416 134.912 
21-8-2013 22.105 3.4 25.62 125.735 5.855 42.4 79.585 74.435 9.705 78.33 40.7 10.525 79.585 89.155 23.675 49.485 47.51 25.41 12.72 125.55 1.16952 0.725627 0.80996 134.683 
20-8-2013 21.695 3.455 25.67 126.16 5.73 42.415 80.61 74.865 9.62 78.33 41.015 10.61 79.69 90.69 23.74 49.51 47.84 25.415 12.515 125.15 1.17148 0.724563 0.810988 134.629 
19-8-2013 21.555 3.48 25.695 127.335 5.715 42.72 80.435 73.01 9.71 78.33 41.2 10.59 79.755 90.3 23.86 49.715 47.77 25.37 12.475 124.8 1.1718 0.724656 0.812063 134.391 
16-8-2013 21.21 3.52 25.685 126.015 5.72 42.91 80.345 73.035 9.785 78.3 41.3 10.705 79.77 89.285 23.955 50.65 47.93 25.62 12.015 124.975 1.17394 0.725331 0.812609 134.328 
15-8-2013 21.285 3.465 25.625 125.625 5.685 42.965 81.555 72.94 9.76 78.3 41.24 10.71 80.625 89.75 24.09 50.715 48.7 26.065 12.075 126.05 1.17679 0.727368 0.811418 134.481 
14-8-2013 21.29 3.47 25.66 129.195 5.7 43.315 83.135 73.735 9.795 78.4 41.52 10.78 81.485 91.73 24.17 52.01 48.995 26.39 12.01 127.7 1.18005 0.73018 0.810126 134.469 
13-8-2013 21.16 3.51 25.655 129.59 5.7 43.21 83.68 73.38 9.805 78.55 41.24 10.355 81.66 92.555 24.2 51.445 49.355 26.445 12.045 128.575 1.18149 0.731013 0.810078 133.979 
12-8-2013 21.19 3.485 25.615 128.93 5.685 43.14 83.78 73.235 9.68 78.55 41.17 10.225 81.385 92.26 24.18 50.885 49.465 26.39 12.02 128 1.18088 0.73225 0.810163 133.709 
9-8-2013 21.8 3.47 25.595 131.065 5.72 43.19 84.475 73.55 9.685 80.2 41.355 10.215 81.625 92.585 24.325 51.62 49.41 26.35 12.15 122.275 1.18074 0.73681 0.809907 133.511 
8-8-2013 22.125 3.5 25.62 131.41 5.77 43.28 84.765 73.775 9.565 80.2 41.28 10.095 81.955 93.54 24.38 51.595 49.765 26.105 12.11 122.125 1.18115 0.739293 0.809636 133.275 
7-8-2013 22.26 3.435 25.64 130.45 5.81 43.39 84.675 73.695 9.64 80.2 41.44 9.975 81.795 93.75 24.215 51.22 50.045 26.28 12.085 124.375 1.17959 0.738342 0.809992 133.319 
6-8-2013 22.68 3.365 25.645 131.125 5.89 44.145 84.775 73.665 9.75 80.2 41.84 9.795 81.635 93.72 24.375 52.045 50.015 26.83 12.125 125.35 1.17813 0.737654 0.810209 133.415 
5-8-2013 22.84 3.43 25.645 129.04 5.82 44.385 84.205 72.4 9.695 80.2 41.925 9.76 81.305 93.865 24.545 52.93 50.15 26.37 12.14 126.25 1.17872 0.738945 0.81054 133.035 
2-8-2013 22.575 3.43 25.655 126.235 5.69 44.3 83.87 72.645 9.68 79.925 41.8 9.83 81.03 93.92 24.55 52.775 50.125 26.095 12.145 126.65 1.18078 0.739325 0.8125 132.04 
1-8-2013 22.165 3.33 25.74 125.75 5.82 44.43 84.135 72.06 9.6 79.45 41.67 10.115 81.72 94.05 24.695 52.97 49.91 25.925 12.03 125.675 1.18339 0.737921 0.813917 131.658 
31-7-2013 22.365 3.27 25.7 124.795 5.67 43.675 84.545 71.69 9.585 79.24 41.56 9.69 80.785 93.805 24.525 52.335 49.955 24.91 12.085 125.925 1.18444 0.736779 0.814771 131.633 
30-7-2013 22.585 3.3 25.65 122.35 5.735 43.415 85.55 71.21 9.67 77.05 41.545 9.725 80.53 93.495 24.52 51.745 51.12 25.27 12.245 128.4 1.18245 0.737173 0.814291 131.85 
29-7-2013 22.815 3.23 25.615 122.52 5.755 43.355 85.28 71.635 9.74 77.05 43.185 9.99 80.25 93 24.53 51.625 51.33 25.35 12.33 129.475 1.1848 0.736626 0.814202 132.328 
26-7-2013 22.47 3.31 25.68 121.5 5.71 43.45 84.85 71.385 9.785 77.05 43.51 10.095 79.905 92.29 24.58 52.14 50.795 25.405 12.28 128.775 1.19304 0.736372 0.815924 132.481 
25-7-2013 22.49 3.27 25.64 122.32 5.84 43.82 85.54 71.875 9.895 77.05 43.57 10.4 80.205 92.25 24.605 52.05 50.45 26.33 12.37 129.125 1.19685 0.738453 0.816409 132.418 
24-7-2013 22.54 3.24 25.7 123.685 5.84 44.49 86.17 72.67 9.93 77.39 43.55 10.445 80.565 92.205 24.7 52.64 50.235 26.685 12.63 128.575 1.19732 0.739282 0.817084 132.611 
23-7-2013 22.525 3.225 25.68 124.635 5.84 44.645 86.2 72.62 9.74 76.16 43.49 10.4 81.09 92.485 24.755 52.98 50.245 26.845 12.155 126.725 1.19547 0.739991 0.817277 132.513 
22-7-2013 22.755 3.13 25.58 125.27 5.77 44.525 86.485 72.67 9.665 76.315 43.22 10.29 81.175 92.085 24.825 52.58 49.97 26.56 12.19 127.275 1.19169 0.739869 0.815243 133.052 
19-7-2013 22.695 3.07 25.56 124.52 5.69 44.445 86.355 72.445 9.55 75.45 42.945 10.205 80.73 91.16 24.525 52.4 49.99 26.255 12.065 127.6 1.18834 0.740719 0.813284 133.29 
18-7-2013 22.395 3.09 25.595 123.13 5.675 44.13 86.18 72.53 9.045 75.25 42.82 10.06 80.39 90.505 23.75 52.375 49.76 26.2 12.105 128.125 1.18741 0.741176 0.813082 133.171 
17-7-2013 22.24 3.045 25.65 121.7 5.72 43.525 84.72 72.965 9.085 75.25 42.57 9.785 80.43 90.425 23.52 52.085 50.92 26.03 12.27 129.05 1.18676 0.740789 0.812883 133.491 
16-7-2013 22.245 3.04 25.64 121.135 5.685 43.15 83.805 73.455 9.185 74.27 42.345 9.635 81.14 90.895 23.505 51.97 50.08 25.92 12.63 127.65 1.18518 0.739667 0.812064 134 
15-7-2013 22.355 2.98 25.64 121.655 5.68 43.165 84.625 73.455 9.235 74.27 42.25 9.625 81.22 90.285 23.65 51.585 49.81 26.53 12.795 127.325 1.18562 0.739188 0.811572 134.098 
12-7-2013 22.19 2.98 25.615 120.925 5.62 42.625 84.18 73.435 9.21 72.5 42.245 9.22 81.155 89.685 23.795 50.385 50.755 26.375 12.86 127.275 1.19066 0.742258 0.810059 133.19 
11-7-2013 21.97 3.1 25.505 122.105 5.6 41.98 84.14 73.245 9.155 72.5 42.395 9.185 80.64 89.465 23.795 50.095 51.03 26.29 12.76 125.95 1.19255 0.748427 0.808752 132.349 
10-7-2013 21.985 3.075 25.34 118.835 5.64 42.16 83.045 72.13 9.235 72.735 42.075 9.025 79.7 89.145 23.545 49.88 50.755 26.08 12.825 125.1 1.1921 0.749085 0.808646 132.279 
9-7-2013 21.645 3.11 25.26 118.735 5.6 42.655 82.415 71.23 9.225 72.61 41.575 9 79.485 88.72 23.655 49.825 51.225 25.86 12.73 125.7 1.19343 0.749987 0.808974 132.102 
8-7-2013 21.735 3.115 25.245 118.78 5.575 42.63 81.455 71.115 9.21 72.61 41.325 8.655 78.79 88.48 23.4 49.285 51.105 25.76 12.825 126.05 1.19211 0.751904 0.808667 132.191 
5-7-2013 21.41 3.085 25.29 117.4 5.64 41.75 80.785 70.63 9.255 71.65 40.935 8.29 78.4 87.4 23.095 48.175 50.82 26.295 12.72 126.3 1.18825 0.752235 0.807454 132.623 
3-7-2013 21.05 3.065 25.41 115.885 5.69 41.045 80.88 70.415 9.29 71.61 41.135 8.24 78.09 86.57 22.87 47.46 50.87 25.64 12.75 127.125 1.18659 0.753685 0.807125 132.88 
2-7-2013 21.01 3.135 25.45 115.91 5.635 41.295 81.775 70.695 9.375 74.5 41.455 8.295 78.16 86.705 23.11 48.465 50.615 25.875 12.62 127.25 1.18565 0.755507 0.808384 132.156 
1-7-2013 20.66 3.16 25.42 117.18 5.695 41.615 82.13 71.02 9.025 74.5 41.835 8.585 77.725 86.57 23.415 47.95 50.415 26 12.52 127.95 1.18649 0.757883 0.80872 131.202 
28-6-2013 20.505 3.125 25.43 114.795 5.595 41.335 81.935 70.885 8.93 74.5 41.725 8.39 77.42 86.615 23.3 48.03 50.78 25.98 12.355 128.125 1.18574 0.758918 0.80872 131.005 
27-6-2013 20.285 3.17 25.425 115.245 5.525 41.445 82.03 70.585 8.905 74.51 41.785 8.465 77.975 87.155 23.37 48.25 51.215 25.89 12.23 127.925 1.18443 0.759125 0.808718 131.448 
26-6-2013 20.08 3.155 25.42 115.3 5.48 41.015 81.095 69.86 8.85 72.62 41.775 8.665 77.305 86.63 23.23 47.435 50.54 25.42 12.12 125.975 1.18206 0.758838 0.810485 131.217 
25-6-2013 20.255 3.105 25.715 115.16 5.435 40.21 80.11 68.67 8.92 72.89 41.755 8.755 76.765 85.065 23.095 46.73 50.055 25.33 12.18 129.675 1.17945 0.758295 0.811347 130.951 
24-6-2013 20.055 3.125 25.705 112.93 5.37 39.95 79.475 68.195 8.985 72.89 41.525 8.755 76.53 84.06 22.955 45.545 49.11 25.255 12.19 130.325 1.17573 0.756964 0.812382 130.344 
21-6-2013 20.255 3.36 25.68 114.4 5.3 40.675 79.82 69.73 9.005 72.89 41.535 8.855 76.61 83.41 23.425 46.925 49.44 26.165 12.23 130.2 1.17084 0.755179 0.813002 129.959 
20-6-2013 21.01 3.415 25.625 114.605 5.31 40.32 79.825 70.34 8.92 72.89 41.8 9.5 76.215 83.285 23.445 48.275 49.36 25.825 12.2 129.5 1.16546 0.751375 0.812926 130.179 
19-6-2013 20.5 3.56 25.795 119.775 5.15 40.9 81.78 72.6 8.855 77.55 42.76 9.975 78.53 85.65 24.165 49.855 50.745 26.39 12.035 128.775 1.16189 0.748204 0.813259 130.374 
18-6-2013 20.38 3.645 25.8 117.84 5.165 40.8 82.345 73.045 8.88 77.5 43.265 10.13 78.965 86.035 24.11 49.87 51.225 25.81 12.185 129.05 1.16331 0.747787 0.811611 131.176 
17-6-2013 20.355 3.625 25.785 119.32 5.205 40.525 82.51 73.315 8.87 77.5 43.28 9.98 78.86 85.69 23.75 49.72 50.99 25.995 11.955 128.15 1.16401 0.747492 0.810523 131.993 
14-6-2013 20.06 3.515 25.73 118.065 5.14 40.58 82.495 72.51 8.92 75.52 42.955 9.94 78.23 85.07 23.605 49.77 50.91 25.44 12.05 127.925 1.16549 0.748117 0.810862 131.798 
13-6-2013 20.14 3.54 25.535 118.77 5.14 40.595 81.745 72.58 8.97 76.7 42.905 9.92 77.915 84.02 23.565 49.545 50.255 25.42 12.135 127.575 1.16937 0.748363 0.811385 130.981 
12-6-2013 19.995 3.525 25.39 118.72 5.11 40.535 82.615 72.915 8.845 76.7 43.015 10.11 78.185 84.6 23.575 49.805 50.15 25.955 12.105 125.25 1.17027 0.74693 0.812073 130.497 
11-6-2013 20.145 3.515 25.605 118.48 5.12 40.895 82.315 72.38 8.925 73 42.97 10.24 78.1 84.575 23.585 50.335 50.36 25.8 12.235 127.475 1.17141 0.748393 0.811013 130.296 
10-6-2013 20.685 3.585 25.67 120.875 5.11 41.43 82.585 72.295 8.935 73 43.21 10.4 77.74 85.22 23.78 51.665 50.495 26.13 12.54 127.475 1.17266 0.749991 0.808657 130.21 
7-6-2013 20.71 3.61 25.64 120.565 5.12 41.095 82 71.59 8.97 73 42.955 10.175 77.775 84.79 23.71 51.33 50.04 25.075 12.615 126.325 1.17204 0.751286 0.808657 130.065 
6-6-2013 21.385 3.585 25.605 118.285 5.16 40.18 81.185 71.02 8.9 73 42.935 9.925 76.4 83.555 23.245 50.245 49.12 25.285 12.44 126.25 1.16977 0.753353 0.808071 130.065 
5-6-2013 21.16 3.62 25.735 118.265 5 40.105 81.125 71.275 8.725 73 43.01 10.145 76.92 84.24 23.395 50.62 48.58 25.2 12.2 123.95 1.166 0.753649 0.808071 130.047 
4-6-2013 20.615 3.68 25.76 119.575 5.065 40.795 81.54 71.865 8.545 74.27 43.21 10.3 77.61 84.295 23.585 51.81 48.925 25.31 12.135 121.975 1.16355 0.752168 0.81087 129.361 
3-6-2013 20.825 3.695 25.82 119.085 5.055 40.475 80.61 71.155 8.55 73.7 43.235 10.31 76.91 84.04 23.55 51.42 48.24 24.835 12.29 121.525 1.16279 0.750527 0.812315 128.475 
31-5-2013 21.375 3.745 25.91 118.625 5.165 40.95 81.165 72.08 8.68 73.7 43.17 10.3 77.78 85.085 23.55 52.715 49.205 24.835 12.585 124.175 1.16177 0.749189 0.81277 128.526 
30-5-2013 21.755 3.82 26.01 119.955 5.2 41.145 81.095 72.955 8.665 76.98 43.63 10.11 79.39 85.995 23.63 52.9 49.57 25.01 12.75 124.475 1.15974 0.749722 0.812754 128.894 
29-5-2013 22.51 3.81 26.005 120.64 5.465 40.555 81.575 72.435 8.86 76.98 43.605 9.94 79.56 86.15 23.55 51.945 49.755 25.255 13.135 127.425 1.15682 0.752117 0.811838 129.516 
28-5-2013 22.84 3.8 25.99 123.56 5.2 40.695 82.825 73.45 8.83 76.98 43.77 10.1 81.45 87.78 23.71 51.44 51.215 25.19 13.18 127.875 1.15572 0.753384 0.811838 130.47 
24-5-2013 22.645 3.65 25.905 122.095 5.295 39.9 82.165 74.14 8.885 74.7 43.395 9.95 81.895 86.76 23.58 50.27 51.45 25.465 13.165 127.25 1.15325 0.753452 0.810543 131.058 
23-5-2013 22.3 3.605 25.865 121.22 5.34 39.92 82.12 73.875 8.8 75.375 43.35 10.15 78.67 87.485 23.6 50.045 51.55 25.14 13.055 125.15 1.14891 0.753565 0.810486 131.153 
22-5-2013 22.23 3.685 25.955 123.635 5.42 40.545 83.425 75.09 8.71 75.75 43.62 10.51 79.15 89.095 23.94 51.865 51.8 26.265 12.955 123.725 1.14517 0.754249 0.811034 130.479 
21-5-2013 22.11 3.695 25.965 123.055 5.395 40.485 82.525 74.29 8.86 75.75 43.48 10.355 78.72 88.215 23.685 51.79 52.365 25.775 12.9 126.325 1.14902 0.753806 0.811007 130.059 
20-5-2013 21.83 3.76 25.965 124.28 5.4 40.07 83.155 74.14 8.875 75.75 43.295 10.695 79.38 88.005 23.505 51.675 53 26.16 12.78 125.45 1.15539 0.753785 0.810513 130.046 
17-5-2013 22.37 3.72 25.955 122.95 5.37 39.62 83.575 73.83 8.965 75.75 42.875 10.195 79.745 87.805 23.34 51.145 53.31 26.385 12.88 127.15 1.15835 0.753293 0.810896 130.154 
16-5-2013 22.32 3.725 25.965 125.265 5.42 39.415 84.225 75.165 8.81 75.75 42.8 9.71 80.315 87.415 23.225 50.93 53.335 26.705 12.85 125.425 1.1591 0.754366 0.81028 131.056 
15-5-2013 22.05 3.745 25.96 125.3 5.355 38.995 83.845 75.225 8.755 77 42.905 9.4 80.235 87.41 23.08 50.675 53.235 27.105 12.875 126.225 1.1605 0.756662 0.808603 132.029 
14-5-2013 21.91 3.78 25.995 125.495 5.345 38.5 83.22 74.67 8.685 77 43.04 9.16 79.105 86.42 22.94 49.61 52.795 26.215 12.815 127.325 1.1625 0.757028 0.808552 131.87 
13-5-2013 21.955 3.76 26.02 124.645 5.605 38.06 82.935 74.55 8.785 77 42.96 9.14 78.695 85.755 22.75 48.685 52.65 25.965 12.89 129.875 1.16366 0.758404 0.809074 131.518 
10-5-2013 21.735 3.79 26.02 123.945 5.535 37.99 82.915 74.885 8.78 76.9 43.035 9.225 78.51 85.47 22.75 48.655 52.745 25.91 12.89 129.55 1.16239 0.75997 0.809015 131.797 
9-5-2013 21.735 3.785 26.055 123.235 5.625 38.145 83.09 74.41 8.91 76.9 43.41 9.135 78.455 85.325 22.895 48.815 52.785 25.225 13.2 132.15 1.16106 0.76171 0.808934 131.863 
8-5-2013 22.115 3.885 26.125 123.595 5.625 38.36 83.23 74.985 8.94 77.175 43.575 8.915 77.87 85.265 22.82 48.665 52.91 25.065 13.185 132.925 1.15797 0.762424 0.808934 130.988 
7-5-2013 22.07 3.83 26.095 122.505 5.66 38.235 82.855 73.27 9.16 75.65 44.065 8.995 77.735 85.1 22.705 47.83 52.51 25.305 13.26 134.175 1.15408 0.762015 0.808681 130.586 
6-5-2013 22.265 3.82 25.98 122.955 5.82 37.865 82.46 73.185 9.33 74.9 44.005 9.06 77.96 85.165 22.48 47.47 52.295 24.405 13.295 136.1 1.15447 0.764353 0.807982 130.304 
3-5-2013 21.79 3.83 25.98 123.085 5.83 37.76 82.855 73.6 9.295 74.85 44.1 9.075 78.06 85.72 22.7 47.185 52.785 24.345 13.21 134.05 1.15633 0.765819 0.807982 129.917 
2-5-2013 21.68 3.815 25.86 122.375 5.82 37.515 82.505 73.585 9.28 74.85 43.48 9.505 77.71 84.69 22.235 46.09 52.475 24.395 13.205 133.25 1.15644 0.765262 0.80766 129.607 
1-5-2013 21.605 3.78 25.785 122.67 5.805 37.625 82.46 73.5 9.235 75.75 43.53 9.53 77.245 84.505 22.225 46.11 53.03 24.92 13.19 134.125 1.15877 0.770555 0.805488 129.248 
30-4-2013 21.67 3.82 25.8 121.69 5.865 37.79 82.33 73.91 9.42 75.75 43.52 9.535 77.245 85.295 22.295 46.84 53.88 24.815 13.3 136 1.16153 0.779669 0.804412 129.215 
29-4-2013 21.775 3.84 25.77 121.18 5.85 37.87 82.67 73.82 9.41 76.45 42.51 9.145 77.605 85.4 22.16 47 53.49 24.7 13.085 135.65 1.16048 0.778896 0.805567 129.852 
26-4-2013 21.83 3.715 25.72 120.355 5.845 37.67 82.645 73.155 9.34 75.85 42.12 9.07 76.9 85.15 22.185 46.855 53.455 24.58 12.91 134.55 1.16052 0.778896 0.807712 129.875 
25-4-2013 21.9 3.755 25.7 120.635 5.79 37.565 82.635 73.14 9.22 75.85 42.505 9.245 77.01 84.89 22.07 47.29 52.845 24.81 12.89 134.8 1.16449 0.776225 0.809518 129.727 
24-4-2013 21.835 3.695 25.725 121.45 5.79 37.295 83.255 72.625 9.925 77.2 42.05 9.04 78.27 85.01 21.84 46.915 51.645 24.545 12.85 136.35 1.17131 0.770854 0.811073 129.724 
23-4-2013 21.87 3.655 25.67 122.405 5.79 36.925 83.91 73.435 9.785 77.2 41.425 8.905 81.525 84.84 21.525 46.01 52.015 24.505 12.92 135.275 1.16947 0.76937 0.810822 130.122 
22-4-2013 21.735 3.53 25.625 120.15 5.825 36.63 82.84 72.225 9.755 74.35 41.01 8.715 81.355 84.565 21.395 44.89 52.09 24.23 13.01 135.325 1.16616 0.767758 0.810212 130.116 
19-4-2013 21.79 3.435 25.615 120.71 5.72 36.51 82.57 72.155 9.69 74.35 41.015 8.525 80.95 84.02 21.82 45.205 51.805 23.985 13.1 134.45 1.16813 0.767758 0.812197 129.449 
18-4-2013 22.06 3.4 25.64 120.865 5.73 36.415 81.78 72.13 9.645 74.15 40.705 8.385 79.62 83.665 22.71 45.31 51.22 23.59 13.16 133.85 1.17087 0.768279 0.81344 128.518 
17-4-2013 22.035 3.36 25.64 120.67 5.85 36.565 79.46 71.975 9.495 71.22 40.45 8.615 79.495 83.86 22.84 45.64 49.92 24.025 13.145 133.6 1.17569 0.767206 0.813938 127.641 
16-4-2013 22.37 3.4 25.62 120.73 5.835 36.985 79.56 73.39 9.465 72.25 41.19 8.7 79.79 82.805 23 46.305 50.74 24.16 13.255 132.95 1.17837 0.765056 0.815379 127.676 
15-4-2013 22.06 3.345 25.56 121.765 5.72 36.98 79.465 73.865 9.09 72.25 41.105 8.515 80.22 82.4 23.055 45.56 50.66 23.92 13.165 132.775 1.1764 0.762843 0.815691 128.178 
12-4-2013 21.96 3.425 25.525 122.32 5.79 37.01 79.39 73.005 9.075 71.625 41.395 8.765 80.065 82.455 23.46 44.435 50.65 23.62 13.08 135.825 1.17485 0.762782 0.815855 128.472 
11-4-2013 22.095 3.455 25.51 122.805 5.74 37.53 80.14 72.91 9.03 69.5 41.765 8.82 79.73 82.52 23.575 45.1 50.225 22.77 13.99 135.275 1.17264 0.759688 0.81451 128.611 
10-4-2013 21.485 3.445 25.48 121.585 5.64 37.525 79.68 72.21 8.97 69.5 41.67 8.755 78.96 81.97 23.355 44.715 49.58 22.6 13.79 136.6 1.16801 0.752232 0.812059 128.438 
9-4-2013 21.42 3.365 25.495 120.655 5.775 37.315 79.435 71.455 8.98 69.5 41.59 8.415 78.48 81.495 23.075 43.98 49.395 22.305 13.76 135.4 1.16894 0.747494 0.811378 127.459 
8-4-2013 21.49 3.32 25.5 123.485 5.64 36.865 78.88 71.365 9.005 70.3 41.2 8.175 78.38 80.85 22.975 43.08 49.1 22.02 13.795 135.3 1.17381 0.748534 0.811571 126.883 
5-4-2013 21.41 3.315 25.47 122.315 5.79 36.91 78.74 70.14 9.03 70.3 41.26 8.33 78.11 81.865 22.85 42.38 49.265 21.685 13.705 133.05 1.17752 0.749547 0.812351 126.071 
4-4-2013 20.88 3.215 25.49 124.26 5.74 37.115 78.935 70.79 8.955 70.86 41.395 8.355 78.615 82.325 23.045 42.565 49.02 21.595 13.735 130.15 1.17626 0.749408 0.813824 125.863 
3-4-2013 20.985 3.24 25.51 126.56 5.695 36.75 79.34 71.69 8.97 70.86 42.045 8.28 78.46 82.26 23.16 43.15 49.12 21.625 13.685 131.925 1.17576 0.750277 0.813759 127.026 
2-4-2013 21.005 3.26 25.54 126.075 5.605 36.935 79.575 71.455 8.905 70.255 42.14 8.545 78.4 82.295 23.235 44.18 49.56 21.5 13.565 131.125 1.17552 0.752102 0.811821 128.671 
1-4-2013 20.655 3.225 25.6 125.835 5.755 36.92 78.995 71.08 8.745 69.5 42.115 8.375 77.29 81.62 23.035 44.185 49.195 21.395 13.255 128.075 1.17456 0.754612 0.80935 129.765 
28-3-2013 20.21 3.235 25.645 125.7 5.645 36.935 78.6 70.82 8.74 69.925 42.13 8.385 76.91 81.27 23.095 44.4 49.045 21.715 13.265 125.5 1.17627 0.756685 0.808049 129.72 
27-3-2013 19.68 3.205 25.605 122.67 5.555 36.98 78.28 70.175 8.685 71.15 42.015 8.375 76.84 80.81 22.995 44.4 49.075 21.83 13.155 125.2 1.17551 0.758051 0.809127 129.239 
26-3-2013 19.57 3.265 25.365 122.85 5.655 37.26 78.365 70.82 8.685 71.15 42.185 8.655 77.195 80.365 23.155 44.725 49.375 21.775 13.275 121.475 1.17551 0.762168 0.809629 129.954 
25-3-2013 19.525 3.36 25.935 123.605 5.695 37.17 78.12 70.51 8.72 71.15 42.005 8.84 77.03 79.705 23.265 45.075 49.205 22.175 13.635 121.575 1.17255 0.764728 0.807551 130.477 
22-3-2013 20.155 3.46 25.935 123.56 5.99 37.24 77.965 70.89 8.78 71.15 41.915 9 77.225 79.38 23.34 45.245 48.935 22.16 14.115 122.35 1.17121 0.766154 0.805955 130.562 
21-3-2013 20.185 3.36 25.935 122.18 5.89 37.24 76.375 70.49 8.855 70.775 40.88 9.105 77.405 79.135 23.445 45.835 48.58 22.245 14.645 122.7 1.17066 0.768377 0.804948 130.472 
20-3-2013 20.35 3.39 25.775 123.17 6.03 37.595 76.57 71.37 8.79 70.7 40.86 9.075 77.545 79.39 23.565 46.215 48.85 21.935 14.605 123.875 1.16878 0.769625 0.804592 130.823 
19-3-2013 20.43 3.31 25.64 122.94 5.985 37.63 76.725 70.35 8.705 71.09 40.855 8.975 76.645 78.795 23.265 46.175 48.825 21.95 14.545 124.125 1.16805 0.772068 0.801792 131.168 
18-3-2013 20.51 3.325 25.675 121.41 5.89 37.76 76.795 69.505 8.545 71.2 40.74 8.965 76.175 78.945 23.24 46.235 48.555 21.865 14.485 122.975 1.16888 0.775312 0.799637 131.273 
15-3-2013 19.57 3.355 25.685 121.45 5.885 37.75 76.925 69.74 8.475 72.265 40.795 9.26 76.86 78.93 23.54 47.245 48.01 21.86 14.06 123 1.16916 0.774305 0.80104 131.213 
14-3-2013 19.155 3.375 25.645 120.61 5.735 36.915 77.04 68.73 8.435 71.69 40.645 9.155 77.15 78.795 23.635 47.355 48.355 21.82 14.12 123.85 1.16925 0.773235 0.803681 130.802 
13-3-2013 19.32 3.365 25.565 118.73 5.67 36.695 76.875 68.735 8.475 71.69 40.23 8.97 76.81 78.435 23.46 46.665 48.18 21.92 14.23 122.45 1.16992 0.774485 0.802031 131.229 
12-3-2013 19.03 3.585 25.61 119.315 5.74 36.905 76.935 69.585 8.51 70.5 40.53 9.2 77.225 78.45 23.465 46.925 48.07 22.285 14.09 125.925 1.16992 0.775794 0.797439 132.062 
11-3-2013 18.76 3.64 25.61 119.23 5.765 36.835 77.09 68.8 8.375 70.5 40.51 8.985 77.145 78.18 23.6 47.16 47.76 22.465 13.975 128.5 1.17424 0.775258 0.798029 132.531 
8-3-2013 18.935 3.615 25.645 119.32 5.835 36.425 77.03 68.72 8.33 70.5 40.47 9.17 76.83 77.96 23.79 46.035 47.825 22.28 13.95 125.275 1.1809 0.776745 0.801827 132.044 
7-3-2013 18.67 3.6 25.64 120.47 5.805 36.28 76.92 68.86 8.25 70.5 40.705 9.205 77.135 77.775 23.75 44.79 47.39 22.955 13.62 123.7 1.1825 0.778259 0.802232 132.123 
6-3-2013 18.77 3.555 25.655 120.67 5.87 35.975 76.855 68.78 8.25 70.5 40.715 9.41 77.13 77.48 23.755 44.325 47.5 23.33 13.62 123.7 1.18235 0.777914 0.802329 132.22 
5-3-2013 18.73 3.58 25.655 120.68 5.86 36.05 76.78 69.09 8.245 68.7 40.53 9.485 77.055 77.575 23.575 43.565 47.51 23.065 13.57 122.8 1.18226 0.775903 0.803254 131.835 
4-3-2013 18.7 3.535 25.615 119.195 5.69 35.605 76.08 68.62 8.265 68.7 40.23 9.325 76.325 77.005 23.155 42.455 46.85 22.835 13.52 120.275 1.17905 0.773405 0.802673 132.033 
1-3-2013 19.17 3.5 25.615 118.54 5.71 35.205 75.66 67.885 8.415 68.7 40.22 9.405 76.14 76.25 23.17 41.77 46.435 22.78 13.545 121.4 1.17921 0.770486 0.804677 132.092 
28-2-2013 19.895 3.57 25.58 119.74 5.705 35.195 75.695 67.995 8.535 70.51 40.565 9.875 76.54 76.3 23.33 42.22 46.615 22.73 13.74 122.575 1.18221 0.770411 0.804574 132.044 
27-2-2013 20.695 3.53 25.57 118.14 5.74 34.91 75.06 67.14 8.5 70.51 40.63 10.435 76.325 76.025 23.2 41.68 46.135 22.92 13.865 120.1 1.18221 0.766927 0.807244 131.278 
26-2-2013 20.44 3.53 25.525 118.96 5.645 34.81 75.385 67.065 8.475 70.51 40.53 10.365 76.075 75.92 23.03 40.93 46.01 23.6 13.56 121.05 1.18221 0.761776 0.812071 130.036 
25-2-2013 20.765 3.745 25.58 118.565 5.76 35.36 75.71 69.48 8.52 70.51 40.93 10.645 76.795 76.115 23.17 42.205 45.71 23.345 13.05 121.775 1.18349 0.762923 0.812717 129.758 
22-2-2013 20.63 3.705 25.645 120.38 5.77 35.61 75.36 68.96 8.515 70.51 41.375 10.56 76.97 76.23 23.34 42.69 45.08 22.755 12.965 121.025 1.18669 0.763839 0.814039 129.823 
21-2-2013 20.94 3.655 25.72 118.595 5.735 35.35 75.08 68.645 8.455 70.51 40.535 10.565 76.55 76.7 23.235 42.345 44.84 23.115 12.925 119.925 1.18746 0.762929 0.814913 129.965 
20-2-2013 21.29 3.805 25.78 119.87 5.79 35.19 75.575 69.985 8.565 70.73 41.105 10.815 77.22 76.755 23.55 43.8 44.775 22.89 13.04 120.35 1.18607 0.761983 0.816492 129.225 
