 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS DTE.DE GPDNF BP RBS PG JNJ GE C VZ NTT EOAN.DE OR.PA GBPEUR USDEUR CHFEUR EURJPY 
25-7-2014 29.515 5.665 26.085 122.505 4.3 51.63 91.72 88.49 12.285 74.19 50.92 12.38 79.765 102.1 25.86 50.07 51.275 33.21 13.845 125.475 1.26857 0.778239 0.827935 139.913 
24-7-2014 29.75 5.705 26.025 124.025 4.375 51.54 91.85 89.155 12.195 80.25 51.2 11.135 80.085 102.375 25.99 50.215 51.08 33.2 14.27 126.55 1.26378 0.774712 0.826932 139.63 
23-7-2014 30.255 5.655 26.155 124.365 4.525 51.445 91.925 88.94 12.34 80.25 51.14 11.045 80.16 102.405 26 49.975 50.99 33.685 14.555 128.125 1.25642 0.77234 0.826641 138.921 
22-7-2014 30.27 5.69 26.175 124.16 4.585 51.265 89.325 89.17 12.295 78.5 51.025 10.995 80.175 102.16 25.975 49.605 50.775 33.83 14.685 128.05 1.25383 0.772437 0.8267 138.751 
21-7-2014 30.02 5.52 26.225 123.825 4.58 51 89.76 88.655 12.16 76.05 50.57 10.865 80.175 101.3 26.025 49.27 50.77 33.245 14.595 127.55 1.25484 0.77206 0.826438 138.954 
18-7-2014 30.19 5.565 26.225 124.09 4.6 51.075 89.985 88.68 12.205 76.05 50.64 10.89 80.455 101.165 26.515 49.56 50.65 33.34 14.76 127.7 1.25505 0.772263 0.826571 138.802 
17-7-2014 30.245 5.535 26.315 124.85 4.665 50.865 90.32 88.64 12.18 76.8 51.045 11.075 80.805 101.18 26.79 49.57 50.61 33.22 14.76 128.15 1.25244 0.773723 0.827044 137.996 
16-7-2014 29.715 5.67 26.295 126.165 4.71 51.355 90.47 90.21 12.22 76.68 52.17 11.285 80.975 102.81 26.905 49.635 50.845 33.13 14.8 128.525 1.24814 0.774339 0.82809 137.424 
15-7-2014 29.435 5.565 26.3 126.67 4.78 51.43 90.565 90.35 12.165 75.3 51.695 11.21 81.305 104.12 26.675 49.14 50.595 33.215 14.67 127.425 1.24868 0.774524 0.829078 136.73 
14-7-2014 29.26 5.67 26.345 127.65 4.935 51.49 90.73 90.27 12.11 73.56 51.635 10.9 81.52 105.3 26.74 48.59 50.375 33.115 14.545 126.45 1.25376 0.772629 0.829078 136.228 
11-7-2014 29.195 5.685 26.3 126.51 4.875 51.245 89.83 89.255 12.125 73.56 51.63 10.725 81.285 105.435 26.335 46.79 50.05 32.27 14.475 126.3 1.25897 0.769207 0.829056 136.548 
10-7-2014 29.02 5.615 26.27 127.03 4.895 51.745 89.685 89.475 12.3 73.56 51.725 10.7 81.55 105.26 26.195 46.8 49.155 31.56 14.63 126.5 1.25498 0.763297 0.828657 137.555 
9-7-2014 29.27 5.65 26.25 127.62 4.925 52.105 89.86 89.68 12.31 75.12 52.06 10.84 81.15 105.965 26.345 47.435 48.915 32.205 14.87 126.525 1.25618 0.76142 0.828361 137.85 
8-7-2014 29.08 5.62 26.245 128.36 4.845 52.275 89.78 89.91 12.235 74.555 52.4 11.025 80.38 105.885 26.5 47.49 48.915 31.965 14.665 126.1 1.26227 0.7618 0.828459 137.303 
7-7-2014 29.19 5.74 26.2 129.945 4.865 52.715 89.71 90.375 12.21 75.14 52.715 11.31 79.93 106.005 26.76 47.85 49.715 31.575 14.545 126.5 1.26452 0.760178 0.828856 136.787 
3-7-2014 29.105 5.845 26.205 130.5 4.745 52.955 89.835 91.205 12.11 75.94 53.12 11.355 79.89 105.68 26.835 48.39 49.645 31.675 14.45 125.775 1.26134 0.760178 0.829024 136.766 
2-7-2014 28.905 5.925 26.235 130 4.82 52.695 89.35 91.28 12.145 75.14 53.34 11.195 79.65 105.635 26.495 47.875 49.525 31.64 14.56 125.45 1.25716 0.758315 0.828634 136.936 
1-7-2014 29.23 5.815 26.165 130.325 4.79 52.785 89.055 91.385 12.12 74.65 52.955 11.21 78.96 105.495 26.38 47.56 49.185 31.37 14.735 125.5 1.25681 0.758495 0.828051 137.073 
30-6-2014 29.285 5.765 26.16 127.495 4.9 52.58 88.925 90.435 12.29 74.65 52.71 11.26 78.945 105.26 26.335 47.155 49.13 31.14 14.925 125.175 1.25604 0.757882 0.827614 137.242 
27-6-2014 29.45 5.65 26.045 125.745 4.97 52.525 88.64 90.225 12.43 74.335 52.555 11.155 78.855 105.02 26.33 47.13 49.11 30.885 15.075 126.075 1.25414 0.75682 0.826903 137.468 
26-6-2014 29.57 5.705 26.14 124.6 4.99 52.33 88.565 89.96 12.5 73.14 52.505 10.985 78.94 105.5 26.33 47.385 49.14 30.715 15.255 126.95 1.25116 0.754712 0.826104 137.669 
25-6-2014 29.615 5.74 26.435 125.42 4.995 52.41 88.31 90.17 12.505 73.14 52.63 11 79.005 105.05 26.425 47.815 49.3 30.85 15.245 126.275 1.25036 0.753227 0.825837 137.528 
24-6-2014 30.235 5.8 26.405 125.465 4.905 52.705 88.205 90.68 12.685 73.14 53.13 11.085 79.18 104.89 26.695 48.095 49.49 30.86 15.19 125.85 1.24999 0.751082 0.825862 137.173 
23-6-2014 30.24 5.775 26.405 125.205 4.865 52.79 88.5 90.33 12.89 73.07 53.025 11.23 79.71 104.78 26.83 47.64 49.44 30.825 15.125 125.3 1.24965 0.748644 0.825948 137.048 
20-6-2014 30.35 5.945 26.365 126.705 4.86 52.59 89.67 90.885 12.825 73.535 52.92 11.46 80.165 104.775 26.955 47.445 49.475 31.18 15.095 125.95 1.24843 0.746911 0.826387 137.111 
19-6-2014 30.41 5.98 26.41 126.65 4.84 52.065 89.51 90.775 12.86 72.89 52.78 11.55 80.185 103.34 26.82 47.655 49.53 31.555 15.175 125.675 1.24662 0.746925 0.826013 137.084 
18-6-2014 30.33 5.895 26.49 126.475 4.875 51.835 88.04 90.105 12.86 72.89 52.33 11.515 79.535 102.345 26.815 47.705 49.11 30.77 15.135 126.15 1.2502 0.748073 0.824643 136.939 
17-6-2014 30.1 5.88 26.405 128.1 4.88 51.365 87.52 89.78 12.775 72.25 51.47 11.52 79.57 101.79 26.83 47.7 49.155 30.645 14.89 127.175 1.25459 0.748235 0.824128 136.767 
16-6-2014 30.05 5.865 26.375 128.27 4.915 51.415 87.225 90.255 12.705 72.02 51.665 11.575 79.525 102.365 26.86 47.41 49.235 30.515 15.03 127.8 1.25492 0.74774 0.823853 136.712 
13-6-2014 29.965 5.825 26.375 129.035 4.955 51.91 87.09 89.29 12.645 72.015 51.8 11.585 79.72 102.41 26.975 47.895 49.06 30.88 14.945 128.225 1.25225 0.746267 0.823853 136.81 
12-6-2014 29.985 5.805 26.365 129.31 4.94 51.965 87.33 89.335 12.795 73.65 51.315 11.415 79.86 102.86 27.025 48.405 49.05 30.81 14.94 128.925 1.25409 0.746408 0.82349 136.778 
11-6-2014 30.235 5.855 26.4 127.99 4.965 52.28 88.12 89.725 12.745 73.7 50.845 11.425 80.09 103.64 27.21 48.955 49.445 30.555 14.87 128.625 1.26026 0.747993 0.823119 136.744 
10-6-2014 29.94 5.895 26.39 127.54 4.94 52.41 88.195 90.27 12.6 73.88 50.83 11.455 80.15 103.445 27.35 49.245 49.42 29.61 14.525 127.525 1.26034 0.747634 0.822447 137.093 
9-6-2014 29.61 5.83 26.4 127.03 4.925 52.225 88.075 89.11 12.585 73.88 50.82 11.51 80.045 102.955 27.27 49.27 49.435 29.85 14.455 127.675 1.25715 0.74593 0.821879 137.567 
6-6-2014 29.49 5.75 26.415 126.34 4.93 51.815 87.8 89.02 12.6 73.755 50.665 11.395 80.03 103.085 27 48.91 49.165 29.995 14.445 127.55 1.25358 0.744873 0.822038 137.727 
5-6-2014 29.585 5.73 26.36 128.165 4.975 51.37 87.57 88.495 12.645 74.46 50.31 11.33 80.14 102.89 26.615 48.345 49.29 30.305 14.355 128.275 1.25577 0.745346 0.821981 137.768 
4-6-2014 29.44 5.625 26.375 128.19 4.92 50.945 87.695 88.46 12.625 74.46 49.995 11.245 79.93 102.325 26.64 48.01 49.22 30.47 14.22 128.425 1.26242 0.74664 0.821918 137.493 
3-6-2014 29.29 5.595 26.415 128.62 4.97 50.955 87.775 88.83 12.625 74.46 50.45 11.385 79.95 102.22 26.74 47.86 49.505 30.31 14.41 129.2 1.26373 0.745822 0.822418 137.084 
2-6-2014 29.43 5.63 26.4 127.9 4.95 51.02 88.075 88.775 12.665 74.155 50.675 11.53 80.48 101.635 26.73 47.695 50.145 30.065 14.425 128.175 1.26373 0.744648 0.822939 136.878 
30-5-2014 29.415 5.645 26.425 128.81 4.945 50.57 87.945 89.73 12.645 74.75 50.485 11.54 80.51 101.045 26.695 47.375 49.775 29.74 14.425 127.275 1.26392 0.744475 0.823036 136.793 
29-5-2014 29.365 5.61 26.38 127.665 4.885 50.38 87.36 90.09 12.545 74.55 50.685 11.52 80.24 100.475 26.645 47.355 49.695 29.57 14.35 127.65 1.26392 0.743912 0.823036 136.803 
28-5-2014 29.01 5.675 26.285 125.665 4.895 50.51 86.75 90.065 12.505 73.42 50.775 11.415 80.15 100.525 26.62 47.6 49.685 29.415 14.34 128.475 1.26462 0.742024 0.823138 136.749 
27-5-2014 28.695 5.64 26.275 127.865 4.925 50.45 86.14 90.18 12.34 73.77 50.855 11.38 80.315 100.815 26.54 47.88 49.72 29.135 14.31 128.025 1.26581 0.742024 0.823138 136.727 
23-5-2014 28.78 5.445 26.3 127.89 4.98 50 85.705 90.15 12.39 73.24 51.09 11.25 80.625 100.915 26.505 47.245 49.56 29.38 14.38 127.675 1.2638 0.740286 0.823138 137.007 
22-5-2014 28.805 5.345 26.305 129.835 5.05 49.82 85.75 89.8 12.38 73.945 51.29 11.135 80.36 100.545 26.44 46.96 49.38 28.98 14.285 127.6 1.26299 0.739337 0.823126 137.054 
21-5-2014 28.705 5.46 26.42 128.815 5.09 49.485 85.84 89.35 12.31 75.15 51.415 11.11 80.345 100.865 26.435 46.89 49.09 28.905 14.205 128.425 1.2643 0.739364 0.823143 137.143 
20-5-2014 28.41 5.37 26.465 128.1 5.125 49.165 85.8 88.985 12.22 75.15 51.01 10.975 80.275 100.47 26.385 46.665 49 28.47 14.13 128.2 1.26532 0.738889 0.823181 137.475 
19-5-2014 28.36 5.405 26.53 129.545 5.065 49.18 85.825 89.345 12.28 75.22 51.34 10.85 79.795 100.53 26.585 46.435 49.28 28.555 14.1 127.625 1.26243 0.737139 0.822941 137.939 
16-5-2014 28.445 5.45 26.47 130.435 5.13 48.93 86.095 89.755 12.39 75.22 51.185 10.83 80.38 100.515 26.525 46.425 48.92 28.55 14.115 128.15 1.25759 0.735039 0.823348 138.177 
15-5-2014 28.45 5.445 26.51 128.005 5.09 48.955 86.295 89.595 12.415 74.25 50.665 10.93 80.905 100.625 26.56 46.545 48.04 28.845 14.14 128.1 1.25683 0.734712 0.823637 138.045 
14-5-2014 28.375 5.65 26.455 126.11 5.12 49.525 87.11 89.285 12.365 74.25 50.465 11.085 81.515 100.935 26.815 47.245 48.06 28.75 13.94 127.725 1.25813 0.734541 0.82352 138.001 
13-5-2014 28.315 5.71 26.375 125.96 5.105 49.8 87.125 88.505 12.395 74.11 50.515 11.06 81.7 101.06 26.86 47.36 47.99 28.74 13.845 128.1 1.25813 0.734115 0.823015 138.275 
12-5-2014 28.335 5.76 26.345 125.63 5.15 49.59 87.155 88.525 12.375 72.305 50.785 11 82.21 100.83 26.685 47.22 48.325 28.275 13.66 128.375 1.25813 0.734612 0.822739 138.4 
9-5-2014 28.3 5.74 26.27 124.985 5.18 49.115 86.835 88.43 12.44 72.075 50.57 10.96 82.47 100.83 26.44 46.97 48.465 28.28 13.38 128.375 1.25957 0.735339 0.822694 138.477 
8-5-2014 28.23 5.745 26.325 124.14 5.255 49.345 86.755 88.15 12.445 72.6 51.075 11.185 82.07 100.725 26.45 47.095 48.35 28.165 13.2 128.7 1.26134 0.735663 0.822537 138.698 
7-5-2014 28.29 5.565 26.335 124.04 5.235 49.15 86.215 88.08 12.545 72.6 51.015 11.045 81.78 100.2 26.4 46.575 47.94 28.02 13.045 128.325 1.26052 0.734753 0.822828 138.895 
6-5-2014 28.08 5.495 26.315 124.17 5.09 49.25 85.65 87.95 13.025 72.625 51.075 11.055 81.44 99.765 26.36 46.69 47.37 28.255 13.115 127.55 1.25688 0.732766 0.823385 139.011 
5-5-2014 28.425 5.535 26.255 123.22 4.985 49.37 85.61 87.385 12.865 72.795 50.74 11.15 81.675 99.605 26.595 47.055 47.23 28.185 13.335 126.75 1.25388 0.731322 0.823411 138.887 
2-5-2014 28.355 5.585 26.22 123.34 5.015 49.755 85.48 87.465 12.805 72.7 50.72 11.24 82.175 99.63 26.765 47.85 47.11 28.175 13.47 126.15 1.25021 0.731171 0.823411 138.737 
1-5-2014 28.565 5.63 26.17 123.71 4.98 49.645 85.54 86.9 12.66 73.55 50.41 10.405 82.115 100.48 26.735 47.865 46.915 28.21 13.505 126.675 1.24841 0.732339 0.822744 138.439 
30-4-2014 28.42 5.6 26.08 122.66 5.015 49.56 85.75 86.61 12.56 73.44 50.58 10.13 82.495 101.185 26.775 48.085 46.73 27.67 13.48 125.8 1.24856 0.733264 0.822316 138.472 
29-4-2014 28.695 5.64 26.01 122.815 4.99 49.32 86.35 86.165 12.345 72.49 50.335 10.095 82.655 101.47 26.735 47.8 46.605 27.46 13.36 125.1 1.24783 0.734339 0.822038 138.617 
28-4-2014 28.38 5.53 26.005 122.52 4.87 48.93 86.225 85.09 12.34 72.49 49.125 9.925 82.245 100.81 26.69 47.51 46.42 27.26 13.09 123.875 1.24798 0.734654 0.82202 138.709 
25-4-2014 28.4 5.53 25.985 121.72 4.915 49.225 85.45 84.565 12.285 71.86 49.845 10.175 81.275 99.83 26.675 48.05 46.05 26.745 13.085 123.75 1.25069 0.735299 0.821823 138.657 
24-4-2014 28.14 5.63 25.97 121.715 4.87 49.455 85.335 84.285 12.21 71.95 49.23 10.23 80.695 99.96 26.435 48.295 46.78 26.205 13.045 124.05 1.25172 0.735489 0.821552 138.688 
23-4-2014 28.185 5.63 25.975 122.41 4.835 49.435 85.38 86.52 12.34 72.71 48.84 10.12 80.05 100.24 26.525 48.205 47.21 26.375 13.23 124.325 1.25085 0.735113 0.821376 138.753 
22-4-2014 28.13 5.66 25.935 124.495 4.86 49.195 85.485 86.48 12.09 72.55 49.085 10.2 81.41 100.245 26.67 48.2 48.06 26.195 13.78 124 1.25048 0.735777 0.821274 138.602 
21-4-2014 27.895 5.615 25.95 124.195 4.96 49.145 85.48 85 11.97 73.69 48.985 10.21 81.55 99.4 26.635 47.995 47.875 26.245 13.84 123.05 1.25094 0.737537 0.820863 138.453 
17-4-2014 27.565 5.605 26.015 123.395 5.115 49.045 85.215 84.51 11.73 73.69 48.74 10.185 81.615 99.17 26.605 48.215 47.285 26.41 13.845 121.05 1.25223 0.737834 0.820919 138.21 
16-4-2014 27.3 5.575 26.095 127.95 5.125 48.93 84.675 84.26 11.475 73.69 48.245 10.095 81.455 98.89 26.045 48.1 46.93 26.37 13.665 122.975 1.25321 0.738273 0.820919 138.075 
15-4-2014 27.245 5.395 26.145 127.805 5.02 48.46 83.79 83.62 11.52 73.69 47.695 9.975 80.805 98.63 25.735 48.05 47.04 26.035 13.63 122.175 1.24858 0.738478 0.820816 138.132 
14-4-2014 27.445 5.465 26.12 128.43 5.02 48.06 83.48 83.575 11.63 73.69 47.47 10.12 80.855 96.805 25.59 47.39 47.08 25.59 13.735 121.55 1.24104 0.738671 0.821164 138.147 
11-4-2014 27.44 5.455 26.085 125.22 5.015 47.795 83.105 83.015 11.59 73.435 47.73 10.18 81.08 96.625 25.595 45.8 47.23 25.37 13.885 122.025 1.23838 0.738184 0.820847 138.499 
10-4-2014 27.07 5.545 26.075 126.66 4.93 48.465 84.21 84.2 11.515 73.18 48.59 10.34 81.51 97.725 25.84 46.695 47.94 25.465 13.795 122.075 1.23576 0.735961 0.820322 139.173 
9-4-2014 26.825 5.675 26.065 126.835 4.865 48.855 83.64 83.59 11.39 72.975 48.535 10.415 81.78 98.39 25.775 46.755 47.85 25.845 13.73 121.35 1.23289 0.733739 0.819764 139.731 
8-4-2014 26.92 5.595 26.06 125.595 4.9 48.72 83.575 83.285 11.39 70.87 48.145 10.31 80.7 98.115 25.795 46.485 47.88 25.855 13.73 121.35 1.23102 0.733757 0.819764 139.737 
7-4-2014 26.865 5.645 26.06 123.34 4.875 49.16 83.265 82.64 11.31 70.87 48.29 10.345 80.5 98.595 25.89 46.73 48.01 26.24 13.625 121.425 1.23102 0.734728 0.819764 139.62 
4-4-2014 26.82 5.59 26.07 123.395 4.96 50.025 82.88 82.89 11.235 70.575 48.63 10.515 80.155 98.85 26.195 47.32 48.155 26.655 13.565 122.25 1.22979 0.734563 0.818804 139.609 
3-4-2014 26.62 5.59 26.055 122.13 4.85 49.725 82.85 83.52 11.215 70.33 48.315 10.575 80.255 97.935 26.155 47.685 47.89 26.81 13.605 122.85 1.23033 0.734563 0.81864 139.249 
2-4-2014 26.605 5.52 26.115 122.4 4.82 49.695 82.695 84.38 11.25 70.33 48.6 10.72 80.065 97.88 25.965 48.045 47.905 27.04 13.65 119.35 1.22988 0.734135 0.819094 138.885 
1-4-2014 26.625 5.625 26.075 123.495 4.74 49.715 83 84.425 11.265 70.07 48.38 10.585 80.525 98.025 25.87 47.95 47.49 26.995 13.74 117.15 1.22914 0.734067 0.819291 138.539 
31-3-2014 26.76 5.615 25.915 124.6 4.78 49.685 83.485 84.885 11.36 70.615 48.2 10.395 80.19 98.105 25.945 47.685 47.665 27.245 13.81 118.525 1.22972 0.734822 0.818762 138.465 
28-3-2014 27.41 5.585 25.955 124.54 4.79 49.33 82.955 81.82 11.35 71.94 48.155 10.225 79.92 97.59 25.9 47.39 47.54 26.8 13.905 118.6 1.23222 0.733893 0.818274 138.871 
27-3-2014 27.775 5.55 25.9 123.81 4.84 49.22 82.855 81.365 11.415 72.55 47.355 10.05 79.905 96.98 25.68 47.655 47.335 26.76 13.945 118.5 1.23432 0.733198 0.818662 139.049 
26-3-2014 27.865 5.525 26.32 121.97 4.77 48.83 83.115 81.64 11.525 72.55 47.315 10.135 79.755 97.76 25.76 50.13 47.335 26.55 14.085 118.85 1.23503 0.733535 0.818875 138.94 
25-3-2014 27.85 5.465 26.3 122.22 4.79 49.09 82.2 81.66 11.615 71.53 46.83 10.225 79.715 96.7 25.55 50.305 47.065 26.86 14.19 119.375 1.23503 0.732831 0.818875 138.94 
24-3-2014 28.005 5.42 26.225 120.125 4.88 49.155 82.05 81.335 11.61 68.92 46.6 9.995 79.15 94.985 25.365 50.215 46.74 27.085 14.16 119.15 1.2338 0.731165 0.818465 138.783 
21-3-2014 27.965 5.51 26.165 119.025 4.875 49.505 82.035 82.015 11.645 68.92 46.645 9.9 78.815 94.905 25.585 50.43 47.055 27.85 14.26 118.825 1.23056 0.730239 0.81825 138.732 
20-3-2014 28.05 5.63 26.115 118.48 4.89 48.53 81.58 81.05 11.72 67.95 46.485 10.11 78.54 93.575 25.245 49.735 46.755 27.685 14.235 119.425 1.22771 0.729611 0.818036 138.948 
19-3-2014 28.055 5.61 26.1 118.9 4.945 47.945 81.59 81.505 11.765 69.11 47.47 10.015 79.21 93.64 25.405 48.77 46.59 27.81 14.195 120.125 1.2274 0.729673 0.818036 138.991 
18-3-2014 28.06 5.63 26.055 119.565 4.96 48.285 81.905 82.775 11.7 69.21 47.55 10.135 79.795 93.86 25.6 47.82 46.475 28.34 14.09 119.525 1.22673 0.730143 0.818512 139.177 
17-3-2014 27.58 5.545 26.03 119.545 4.885 47.875 81.715 82.085 11.54 69.29 47.6 10.115 79.485 93.68 25.44 47.555 46.31 27.94 13.895 118.35 1.22484 0.72967 0.819446 139.597 
14-3-2014 27.19 5.35 26.015 121.135 4.915 47.67 81.525 81.665 11.6 70.11 47.665 9.915 78.95 92.95 25.235 47.305 46.05 28.615 14 117.55 1.22634 0.728852 0.819714 140.073 
13-3-2014 27.065 5.43 25.99 121.005 4.865 48.02 82.17 82.375 11.38 70.11 47.95 10.1 79.475 93.59 25.605 47.685 46.26 29.015 13.85 116.575 1.2266 0.727548 0.819327 140.403 
12-3-2014 26.88 5.315 25.945 121.12 4.845 47.845 82.205 82.68 11.42 70.11 48.175 10.165 79.035 93.135 25.73 47.95 46.37 28.65 13.825 115.15 1.22546 0.72674 0.819481 140.259 
11-3-2014 27.12 5.25 25.93 123.475 4.815 48.04 82.385 83.07 11.52 70.11 48.38 10.385 78.98 93.42 25.93 49.11 46.575 28.69 13.81 115.925 1.22273 0.724082 0.820253 140.637 
10-3-2014 27.145 5.25 25.94 123.345 4.86 47.93 81.52 82.81 11.36 70.11 48.29 10.655 78.385 93.14 25.985 49.345 46.78 28.305 13.6 115.75 1.21917 0.718883 0.820852 141.494 
7-3-2014 27.2 5.25 25.94 123.905 4.945 48.04 81.33 83.32 11.505 70.45 48.37 11 78.355 93.085 26.16 49.89 47.145 28.69 13.655 116.4 1.2183 0.718532 0.821172 141.605 
6-3-2014 27.45 5.275 25.925 124.805 4.995 47.335 81.2 84.05 11.36 70.45 48.785 11.115 78.14 93.235 26.15 49.935 47.39 28.715 13.635 116.65 1.21685 0.719698 0.821186 141.653 
5-3-2014 27.255 5.21 25.935 124.705 5.04 46.96 80.89 83.17 11.285 68.88 48.91 11.02 77.98 92.84 25.805 49.44 47.605 28.455 13.435 116.8 1.21605 0.720773 0.821186 141.67 
4-3-2014 26.76 5.1 25.86 125.435 5.045 46.615 80.365 82.595 11.19 68.88 49.235 11.03 78.31 92.855 25.595 48.55 47.93 28.17 13.375 116.2 1.21665 0.72167 0.820504 141.825 
3-3-2014 26.635 4.925 25.85 123.375 5.055 46.1 79.405 81.68 11.465 69.315 49.38 10.795 77.88 91.405 25.065 47.9 47.25 27.765 13.69 117.575 1.21648 0.72167 0.819624 141.773 
28-2-2014 26.835 5.07 25.885 125.61 5.245 46.33 79.625 83.17 11.61 70.22 50.58 11 78.46 91.85 25.5 48.7 47.485 28.155 13.585 118.825 1.21648 0.722787 0.81962 141.778 
27-2-2014 26.96 5.03 25.865 124.97 5.26 45.845 78.93 82.4 11.595 70.22 50.34 10.905 77.895 91.085 25.355 48.325 47.03 27.98 13.39 120.325 1.21473 0.722362 0.820078 141.868 
26-2-2014 26.84 5.01 25.84 125.095 5.375 46.12 79.225 83.635 11.475 70.255 50.495 11.84 78.295 91.155 25.23 48.145 46.195 28.285 13.375 120.75 1.21442 0.722528 0.820356 141.536 
25-2-2014 26.84 5.085 25.835 126.93 5.44 46.105 79.34 83.975 11.66 70.2 50.725 12.075 77.855 91.265 25.325 48.68 46.475 28.105 13.485 121.25 1.21464 0.723138 0.819913 141.431 
24-2-2014 26.925 5.12 25.86 126.845 5.45 46.065 78.95 83.56 11.835 70.005 50.275 12.03 78.19 91.58 25.205 48.895 46.715 28.035 13.67 121.55 1.21516 0.723537 0.819442 141.551 
21-2-2014 26.565 5.115 25.84 126.465 5.515 45.77 78.405 82.81 12.245 70.1 49.98 12.01 78.4 91.85 25.065 48.3 47.715 27.78 13.775 121.9 1.21671 0.723992 0.81913 141.596 
20-2-2014 26.455 5.11 25.86 126.515 5.47 45.55 78.12 82.135 12.135 71.04 49.785 11.88 77.97 92.02 25.17 48.215 47.545 27.64 13.675 122.375 1.21749 0.724415 0.819235 141.612 
19-2-2014 26.205 5.04 25.87 126.84 5.375 45.865 77.72 82.12 12.055 70.11 49.45 11.99 78.255 92.16 25.57 48.75 46.2 27.83 13.61 121.575 1.21587 0.72362 0.819679 141.576 
18-2-2014 26.595 5.035 25.765 125.22 5.505 46.2 78.205 82.765 12.255 68.28 49.445 12.07 78.595 92.47 25.845 49.635 45.975 27.635 13.79 122.6 1.21508 0.72362 0.820197 141.415 
14-2-2014 26.375 5.005 25.725 123.32 5.53 46.045 78.94 82.715 12.275 68.94 48.715 11.515 78.5 92.49 25.615 49.615 46.78 27.59 13.705 123.375 1.21448 0.723138 0.821196 141.308 
13-2-2014 26.335 4.86 25.715 121.66 5.43 45.755 79.615 82.08 12.435 68.28 48.33 11.43 77.46 92.165 25.275 49.49 47.23 27.63 13.9 124.475 1.21206 0.72372 0.822037 141.033 
12-2-2014 26.205 4.825 25.69 122.8 5.615 46.03 81.415 81.335 12.515 68.27 48.41 11.54 77.795 92.47 25.49 49.9 47.25 27.645 14.24 124.3 1.21006 0.72358 0.822626 140.645 
11-2-2014 26.02 4.82 25.675 121.855 5.56 45.775 80.83 80.545 12.37 68.435 48.34 11.315 78.375 91.96 25.34 49.41 47.14 27.33 14.405 122.775 1.20757 0.721876 0.822713 140.823 
10-2-2014 25.77 4.825 25.75 120.615 5.6 45.42 80.44 80.435 12.225 67.9 47.37 11.145 77.64 90.44 25.16 49.28 46.565 27.195 14.245 122.4 1.20728 0.720573 0.821833 141.072 
7-2-2014 25.69 4.81 25.79 119.77 5.585 45.12 79.76 80.305 12.125 67.655 47.43 11.16 77.07 89.325 25.14 48.955 46.78 27.09 13.99 121.875 1.21175 0.722453 0.820985 140.926 
6-2-2014 25.715 4.65 25.755 118.56 5.635 44.53 79.525 79.35 12.22 67.105 46.93 11.01 76.735 88.155 24.86 47.77 46.63 26.655 13.995 122.225 1.21274 0.72524 0.820384 140.891 
5-2-2014 25.345 4.46 25.725 115.965 5.505 44.4 79.03 78.56 12.19 66.25 46.085 10.845 76.235 87.075 24.48 46.84 46.605 25.86 13.92 121.75 1.21049 0.727299 0.819603 141.298 
4-2-2014 25.34 4.455 25.755 116.125 5.47 44.525 78.725 78.195 12.11 66.15 46.26 10.85 75.895 86.685 24.59 47.09 46.47 25.575 13.9 122.725 1.20929 0.729183 0.818513 141.566 
3-2-2014 25.26 4.41 25.705 117.775 5.44 44.97 79.515 79.21 12.095 66.04 46.44 10.875 76.18 87.695 24.765 47.025 47.12 26.295 13.84 122.95 1.20921 0.72889 0.81823 142.037 
31-1-2014 24.88 4.475 25.665 119.245 5.4 45.47 80.36 78.955 11.92 65.69 46.925 11.22 76.225 88.745 25.23 47.745 47.76 26.85 13.75 122.9 1.20772 0.726611 0.819261 142.946 
30-1-2014 24.815 4.525 25.695 121.155 5.375 45.985 80.955 79.83 11.8 66.945 47.375 11.475 77.41 89.395 25.46 48.24 47.82 26.65 13.735 124.275 1.20695 0.725711 0.820399 142.852 
29-1-2014 24.795 4.46 25.655 126.405 5.25 45.85 80.985 79.23 11.73 67.14 47.22 11.235 78.09 89.12 25.34 48.53 47.335 26.595 13.635 128.925 1.20823 0.725711 0.820677 142.266 
28-1-2014 24.885 4.56 25.67 126.785 5.315 45.945 82.19 79.35 11.725 69 47.455 11.4 78.975 90.195 25.46 49.575 47.6 26.705 13.6 128.9 1.2095 0.726688 0.820194 141.689 
27-1-2014 24.94 4.505 25.68 127.2 5.305 45.555 82.095 79.055 11.67 69 47.355 11.085 78.86 90.305 25.095 49.01 47.885 26.815 13.505 123.15 1.20825 0.726883 0.820036 141.09 
24-1-2014 24.665 4.58 25.695 128.6 5.295 45.82 82.03 80.075 11.68 72 48.185 11.235 80.24 91.61 25.27 49.625 48.01 27.485 13.39 122.475 1.20289 0.725598 0.819689 140.813 
23-1-2014 24.215 4.74 25.71 131.425 5.145 46.225 82.36 81.735 11.465 71.72 48.71 11.545 78.545 93.105 25.755 51.1 47.4 27.67 13.22 121 1.19692 0.724071 0.819469 141.247 
22-1-2014 24.36 4.65 25.705 132.63 5.135 46.665 82.735 80.81 11.56 71.455 48.92 11.605 79.465 94.045 26.15 51.82 47.305 27.755 13.34 121.025 1.19458 0.724013 0.820309 141.298 
21-1-2014 24.545 4.56 25.675 131.28 5.245 46.54 82.61 81.395 11.815 70.72 48.52 11.815 80.13 93.86 26.39 52.28 47.83 27.845 13.49 122.85 1.19528 0.724978 0.820787 141.14 
